ID,sp_id,Order,Family,Genus,Species,AcceptedFamily_COL,AcceptedGenus_COL,AcceptedName_COL,Species_ph_Fritz,Species_ph_Upham,Notes,tax_id,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantOther,Vend_Vect_Fish_Unk,Vend_Vect_Fish_Unk_Ins_Scav,Fruit_Nect_Seed_Plant,Locomotion,BM_g,Diet_class,Diet_cat
165,M_149,Primates,Cercopithecidae,Colobus,Colobus angolensis,Cercopithecidae,Colobus,Colobus angolensis,Colobus_angolensis,Colobus_angolensis,ET,5142,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,9850,Herbivore,OmnHerbFrugSeed
166,M_150,Primates,Cercopithecidae,Colobus,Colobus guereza,Cercopithecidae,Colobus,Colobus guereza,Colobus_guereza,Colobus_guereza,ET,5143,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,10600,Herbivore,OmnHerbFrugSeed
167,M_151,Primates,Cercopithecidae,Colobus,Colobus polykomos,Cercopithecidae,Colobus,Colobus polykomos,Colobus_polykomos,Colobus_polykomos,ET,5144,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,9917.451,Herbivore,OmnHerbFrugSeed
168,M_152,Primates,Cercopithecidae,Colobus,Colobus satanas,Cercopithecidae,Colobus,Colobus satanas,Colobus_satanas,Colobus_satanas,ET,5145,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,4319.963,Herbivore,OmnHerbFrugSeed
169,M_153,Primates,Cercopithecidae,Colobus,Colobus vellerosus,Cercopithecidae,Colobus,Colobus vellerosus,Colobus_vellerosus,Colobus_vellerosus,ET,5146,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,7700.18,Herbivore,OmnHerbFrugSeed
191,M_654,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,Daubentonia_madagascariensis,Daubentonia_madagascariensis,ET,6302,40,0,0,0,0,0,0,20,40,0,0,40,60,Arboreal,2500,Omnivore,OmnHerbFrugSeed
213,M_190,Primates,Cercopithecidae,Erythrocebus,Erythrocebus patas,Cercopithecidae,Erythrocebus,Erythrocebus patas,Erythrocebus_patas,Erythrocebus_patas,ET,174391079,0,0,0,0,0,0,40,0,20,40,0,0,100,Semiarboreal,8090,Herbivore,OmnHerbFrugSeed
216,M_193,Primates,Lemuridae,Eulemur,Eulemur albifrons,Lemuridae,Eulemur,Eulemur albifrons,Eulemur_albifrons,Eulemur_albifrons,ET,8204,20,0,0,0,0,0,40,0,0,40,0,20,80,Arboreal,2300,Herbivore,OmnHerbFrugSeed
217,M_194,Primates,Lemuridae,Eulemur,Eulemur albocollaris,Lemuridae,Eulemur,Eulemur cinereiceps,Eulemur_albocollaris,Eulemur_cinereiceps,ET,8205,0,0,0,0,0,0,80,0,0,20,0,0,100,Arboreal,2397.37,Herbivore,Frugivore
218,M_195,Primates,Lemuridae,Eulemur,Eulemur collaris,Lemuridae,Eulemur,Eulemur collaris,Eulemur_collaris,Eulemur_collaris,ET,8206,0,0,0,0,0,0,100,0,0,0,0,0,100,Arboreal,2375,Herbivore,Frugivore
219,M_196,Primates,Lemuridae,Eulemur,Eulemur coronatus,Lemuridae,Eulemur,Eulemur coronatus,Eulemur_coronatus,Eulemur_coronatus,ET,8199,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,1650,Herbivore,OmnHerbFrugSeed
220,M_197,Primates,Lemuridae,Eulemur,Eulemur fulvus,Lemuridae,Eulemur,Eulemur fulvus,Eulemur_fulvus,Eulemur_fulvus,ET,8207,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,3150,Herbivore,OmnHerbFrugSeed
221,M_198,Primates,Lemuridae,Eulemur,Eulemur macaco,Lemuridae,Eulemur,Eulemur macaco,Eulemur_macaco,Eulemur_macaco,ET,8212,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,2040,Herbivore,OmnHerbFrugSeed
222,M_199,Primates,Lemuridae,Eulemur,Eulemur mongoz,Lemuridae,Eulemur,Eulemur mongoz,Eulemur_mongoz,Eulemur_mongoz,ET,8202,0,0,0,0,0,0,20,50,0,30,0,0,100,Arboreal,1600,Herbivore,OmnHerbFrugSeed
223,M_200,Primates,Lemuridae,Eulemur,Eulemur rubriventer,Lemuridae,Eulemur,Eulemur rubriventer,Eulemur_rubriventer,Eulemur_rubriventer,ET,8203,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,1400,Herbivore,OmnHerbFrugSeed
224,M_201,Primates,Lemuridae,Eulemur,Eulemur rufus,Lemuridae,Eulemur,Eulemur rufus,Eulemur_rufus,Eulemur_rufus,ET,8209,0,0,0,0,0,0,30,0,0,70,0,0,100,Arboreal,2394.62,Herbivore,OmnHerbFrugSeed
225,M_202,Primates,Lemuridae,Eulemur,Eulemur sanfordi,Lemuridae,Eulemur,Eulemur sanfordi,Eulemur_sanfordi,Eulemur_sanfordi,ET,8210,0,0,0,0,0,0,80,0,0,20,0,0,100,Arboreal,2394.03,Herbivore,Frugivore
226,M_203,Primates,Galagidae,Euoticus,Euoticus elegantulus,Galagidae,Euoticus,Euoticus elegantulus,Euoticus_elegantulus,Euoticus_elegantulus,ET,8265,20,0,0,0,0,0,20,60,0,0,0,20,80,Arboreal,300,Herbivore,OmnHerbFrugSeed
